Math,Biology,Physics,Chemistry,English,Digital_Technology,Critical_Thinking,Linguistic_Competencies,Holy_Quran,Ecology,Vocational_Education,Social_Studies,Hadith,Physical_Health,Financial_Literacy,Statistics,GPA,Grade_Level,Attendance_Behavior,Interest,Suggested_Major
82,92,89,98,82,86,56,74,73,53,64,71,65,67,65,76,79.06,2,Average,Scientific Research,الطب والجراحة
89,72,85,64,93,85,89,68,66,70,83,68,54,79,65,78,75.18,3,Excellent,Robotics,هندسة الحاسب
84,68,79,85,94,55,87,96,68,50,86,94,56,83,88,74,78.66,1,Average,Marketing,القانون
97,75,73,54,81,82,100,81,46,69,55,50,66,56,55,93,72.09,2,Excellent,AI,علم البيانات
68,90,70,76,94,76,75,83,62,70,68,67,71,58,76,55,78.18,3,Good,Scientific Research,الأحياء
100,83,89,58,82,83,90,88,77,78,61,78,70,76,52,87,80.73,3,Good,Data Analysis,علم البيانات
85,71,95,54,86,94,85,61,74,68,84,50,80,74,77,67,78.75,3,Average,Data Analysis,الذكاء الاصطناعي
91,56,94,58,92,52,89,56,55,65,66,54,78,72,50,84,66.38,1,Weak,Healthcare,الهندسة المعمارية
65,93,72,52,78,58,95,71,76,51,64,89,86,65,85,66,70.91,2,Good,Healthcare,الصحة العامة
85,65,90,66,77,70,85,87,70,88,76,55,84,75,66,71,73.95,1,Weak,Engineering,الهندسة المعمارية
83,85,79,57,100,88,81,64,86,67,56,53,86,55,70,90,79.4,1,Good,Marketing,تقنية المعلومات
88,66,77,78,80,78,95,57,79,50,73,58,66,86,75,61,72.59,2,Weak,AI,علوم الحاسب
76,79,76,90,61,88,80,74,86,69,68,54,84,52,84,89,71.39,3,Average,Scientific Research,الكيمياء
99,53,86,71,87,82,98,80,64,87,58,84,42,52,81,63,76.55,2,Good,AI,هندسة البرمجيات
90,57,55,80,74,90,89,85,82,82,89,53,100,84,60,56,76.4,2,Excellent,Islamic Studies,الشريعة
91,87,51,97,90,82,72,79,50,74,89,60,59,77,61,76,71.14,1,Average,Scientific Research,الطب والجراحة
92,56,85,87,98,85,94,74,80,87,63,61,54,65,70,61,73.44,3,Weak,Programming,تقنية المعلومات
91,97,87,94,64,57,85,69,81,87,52,85,72,63,56,65,71.31,2,Average,Healthcare,الطب والجراحة
75,94,72,93,84,57,74,75,75,87,70,80,61,60,86,90,77.02,1,Excellent,Healthcare,الطب والجراحة
81,86,83,77,86,58,87,64,58,88,75,81,67,61,59,66,72.19,1,Excellent,Healthcare,طب الأسنان
79,74,57,75,76,86,95,65,66,76,66,63,81,58,100,82,71.07,1,Weak,Programming,نظم المعلومات الإدارية
90,73,95,69,76,94,94,54,65,63,58,74,61,66,77,50,77.88,1,Good,Data Analysis,الأمن السيبراني
86,82,90,91,64,60,76,60,83,58,59,69,79,57,62,86,77.73,3,Good,Scientific Research,الفيزياء
86,61,98,89,54,80,91,89,70,73,58,60,58,68,64,57,71.58,1,Excellent,Scientific Research,الفيزياء
82,76,69,67,100,93,94,66,80,77,90,89,81,88,59,54,75.58,1,Excellent,Programming,تقنية المعلومات
91,64,100,67,92,93,79,53,78,52,77,68,82,80,51,57,69.89,2,Weak,Robotics,هندسة الحاسب
54,94,63,82,88,72,87,88,90,74,84,59,60,57,62,55,72.63,2,Weak,Scientific Research,الأحياء
98,56,77,80,82,64,87,60,53,80,69,74,54,81,73,73,72.48,1,Good,Scientific Research,الرياضيات
89,72,76,90,80,94,86,62,63,62,82,74,63,58,90,51,74.41,1,Average,Cybersecurity,الأمن السيبراني
92,76,80,87,91,93,100,55,50,88,61,89,57,76,67,69,75.01,1,Good,AI,علوم الحاسب
98,86,74,60,95,58,93,55,64,60,88,71,71,74,92,81,74.41,2,Good,Accounting,المحاسبة
94,86,51,70,80,91,85,77,62,83,70,62,84,83,62,82,73.49,2,Excellent,AI,علم البيانات
96,85,79,79,95,70,78,79,90,90,89,73,63,62,74,63,83.88,2,Excellent,Engineering,الهندسة المعمارية
59,86,78,85,85,75,94,69,66,84,84,76,51,69,83,69,77.51,2,Excellent,Healthcare,التمريض
75,97,55,75,91,63,73,78,60,58,90,52,56,78,73,52,69.43,3,Average,Scientific Research,الأحياء
91,62,68,81,86,91,84,62,77,81,70,52,61,54,89,59,71.26,2,Excellent,Cybersecurity,تقنية المعلومات
56,64,71,85,81,94,84,74,64,66,74,62,64,76,99,68,69.32,3,Excellent,Programming,نظم المعلومات الإدارية
78,78,67,89,79,60,50,79,81,65,65,77,88,86,83,69,71.76,2,Weak,Robotics,الصيدلة
92,50,84,90,92,96,93,59,68,88,89,82,65,78,71,82,83.26,2,Good,Data Analysis,علوم الحاسب
83,58,69,86,58,84,77,84,99,85,90,58,99,64,70,80,79.24,1,Excellent,Islamic Studies,الشريعة
89,85,52,93,84,53,85,78,52,68,67,60,86,77,87,90,74.41,1,Good,Scientific Research,الطب والجراحة
95,64,64,74,78,92,92,81,55,66,89,82,56,84,69,76,78.3,1,Good,Data Analysis,علم البيانات
98,61,99,76,87,82,75,71,66,64,55,90,88,83,75,57,75.2,1,Good,Engineering,الهندسة المعمارية
88,75,74,55,72,42,89,79,87,78,65,84,100,78,79,89,74.49,3,Excellent,Islamic Studies,الشريعة
83,64,76,78,77,86,77,78,62,75,74,62,72,82,92,79,77.12,3,Average,Business,نظم المعلومات الإدارية
61,87,65,90,90,55,93,68,59,63,87,89,52,73,86,76,77.99,1,Excellent,Healthcare,طب الأسنان
92,88,88,81,93,88,87,65,65,55,68,55,71,71,73,66,76.05,3,Average,Programming,تقنية المعلومات
93,56,87,66,82,90,98,51,82,68,65,61,56,59,54,73,76.14,1,Average,Cybersecurity,الأمن السيبراني
95,79,99,79,87,72,93,86,84,52,78,57,55,66,84,74,81.34,1,Average,Engineering,الهندسة الميكانيكية
93,64,68,78,88,83,96,84,77,74,60,78,64,64,67,100,76.03,3,Good,AI,علم البيانات
51,64,74,67,83,51,93,93,69,86,51,75,54,87,73,65,69.01,1,Average,Law,القانون
88,90,78,80,86,86,92,61,51,75,73,89,53,86,62,50,79.65,1,Average,Programming,هندسة البرمجيات
86,81,75,68,92,74,86,63,72,73,56,65,88,61,92,85,78.98,2,Excellent,Accounting,المحاسبة
94,60,93,71,95,93,90,67,62,59,53,80,71,78,86,54,71.16,2,Weak,Programming,هندسة الحاسب
89,69,87,88,93,85,96,61,55,90,44,85,54,80,69,81,73.04,1,Weak,Programming,علوم الحاسب
80,85,65,84,90,55,85,86,90,55,78,99,84,57,69,71,78.87,3,Excellent,AI,الصحة العامة
89,90,86,85,90,66,65,71,70,74,70,75,76,68,71,79,78.22,2,Good,Scientific Research,الطب والجراحة
62,57,84,88,97,73,87,88,64,85,81,100,75,67,92,50,83.43,3,Good,Business,التسويق
90,69,78,71,85,69,78,87,72,57,72,90,74,62,88,55,79.3,2,Good,Marketing,التسويق
77,93,83,92,82,77,75,79,69,85,72,60,65,64,78,63,73.61,3,Average,Scientific Research,الأحياء
90,97,56,62,76,66,63,89,69,89,50,61,64,83,76,76,74.09,2,Good,Healthcare,الأحياء
88,100,90,93,86,51,82,76,89,72,82,55,66,66,59,84,78.89,3,Excellent,Healthcare,طب الأسنان
99,64,89,91,75,89,87,57,61,77,75,77,55,80,62,54,75.8,2,Good,Engineering,الفيزياء
91,54,91,92,55,56,86,63,90,64,68,77,81,67,57,84,77.18,2,Average,Business,الفيزياء
87,87,96,66,86,87,78,61,50,90,70,55,79,80,88,81,75.56,1,Excellent,Robotics,هندسة الحاسب
88,85,81,78,80,52,90,79,50,75,85,58,78,51,53,84,74.32,3,Excellent,Scientific Research,الطب والجراحة
82,97,74,67,91,54,85,60,51,60,60,93,61,56,77,82,76.3,2,Excellent,Healthcare,الصحة العامة
98,55,78,79,78,51,93,86,88,71,53,75,57,70,69,56,72.75,3,Weak,Scientific Research,الرياضيات
82,80,87,76,57,54,92,84,83,83,62,80,92,78,88,63,73.09,1,Weak,Robotics,الشريعة
96,76,96,80,88,63,83,57,68,72,62,52,61,56,79,52,68.28,1,Good,Scientific Research,الفيزياء
54,88,66,75,75,86,84,75,62,87,74,85,66,79,67,79,76.89,1,Good,Healthcare,الصحة العامة
92,73,94,87,73,59,92,54,57,58,63,79,77,64,67,57,75.64,3,Good,Scientific Research,الهندسة الميكانيكية
91,56,92,76,98,89,93,74,80,55,68,82,82,57,74,62,76.03,3,Good,Programming,هندسة البرمجيات
76,81,87,69,89,91,82,87,60,60,81,52,88,56,56,71,79.35,2,Good,Cybersecurity,تقنية المعلومات
74,74,84,50,83,86,91,87,50,69,52,64,74,61,82,67,69.9,3,Average,Business,نظم المعلومات الإدارية
78,86,54,67,82,52,80,61,67,55,84,92,73,86,84,80,75.5,2,Average,Healthcare,الصحة العامة
96,67,88,67,78,85,75,90,52,54,65,68,76,60,79,53,73.88,2,Average,Programming,هندسة الحاسب
95,75,85,56,84,80,92,90,61,52,72,69,68,62,78,51,75.85,3,Good,Engineering,الهندسة الكهربائية
87,70,64,57,92,86,92,63,65,85,69,64,63,66,88,84,75.21,3,Good,Business,نظم المعلومات الإدارية
64,81,55,75,65,87,88,88,93,44,68,74,87,61,67,58,71.36,2,Excellent,Islamic Studies,الشريعة
97,79,87,82,80,93,95,60,73,71,89,56,69,66,55,79,78.57,3,Good,AI,الذكاء الاصطناعي
93,69,93,76,84,100,93,72,85,88,53,86,57,87,89,51,81.97,2,Good,Programming,الأمن السيبراني
75,64,81,69,89,94,79,90,50,75,84,75,87,67,78,66,79.46,3,Excellent,Programming,تقنية المعلومات
90,51,79,80,89,88,81,94,96,58,74,58,93,53,79,60,77.34,2,Excellent,Islamic Studies,الشريعة
89,50,93,78,87,76,81,90,59,58,74,84,69,63,84,62,77.56,3,Average,Scientific Research,الهندسة المعمارية
95,62,96,82,88,85,75,73,81,52,88,79,53,75,71,52,77.23,1,Excellent,Engineering,الهندسة المعمارية
81,79,59,72,98,82,81,53,66,70,67,91,57,88,87,53,74.93,2,Good,Business,التسويق
88,88,95,63,82,58,93,65,53,80,80,61,61,60,82,51,68.57,1,Average,Architecture,الهندسة المعمارية
95,69,85,59,80,81,80,78,52,69,54,85,69,82,56,68,76.84,2,Average,Robotics,الهندسة الكهربائية
95,65,86,60,88,67,89,86,73,53,70,52,54,72,95,67,71.6,2,Excellent,Business,المحاسبة
63,96,51,87,82,87,93,79,67,79,82,81,65,88,83,87,79.7,2,Good,Healthcare,طب الأسنان
62,52,71,90,94,68,100,99,78,60,50,87,62,86,82,82,79.06,1,Good,Law,القانون
71,89,80,71,93,81,75,71,81,53,60,93,78,87,88,89,78.55,3,Good,Engineering,إدارة الأعمال
97,88,89,84,83,89,89,64,73,60,85,68,63,87,68,74,76.02,2,Average,AI,الأمن السيبراني
63,82,68,66,75,63,91,89,63,84,53,91,90,67,66,71,69.34,3,Excellent,Law,القانون
57,66,65,85,88,75,96,95,81,50,54,82,60,58,65,68,72.14,3,Average,Healthcare,القانون
67,69,57,81,88,92,88,67,68,76,80,73,55,54,89,81,74.62,2,Good,Programming,نظم المعلومات الإدارية
86,60,92,81,81,89,78,66,65,52,82,74,61,60,59,77,69.17,2,Good,Engineering,الهندسة الميكانيكية
96,56,94,52,77,64,82,87,79,77,65,81,79,88,66,59,70.67,1,Average,Engineering,الهندسة المعمارية
97,84,58,50,82,87,91,70,45,86,77,75,83,78,84,89,73.8,1,Excellent,AI,علم البيانات
87,78,78,76,88,84,87,72,79,76,87,56,70,66,73,82,73.09,3,Good,AI,هندسة البرمجيات
96,62,92,77,71,55,78,81,84,72,56,83,64,84,60,50,73.31,2,Weak,Islamic Studies,الرياضيات
85,81,89,63,75,97,89,87,55,76,74,70,78,87,76,67,79.05,3,Excellent,Law,علوم الحاسب
91,64,83,64,93,88,98,76,69,48,64,51,78,90,68,84,77.13,1,Good,Data Analysis,الذكاء الاصطناعي
90,50,90,84,78,56,89,70,81,89,88,81,80,63,55,53,75.62,1,Excellent,Robotics,الهندسة الميكانيكية
92,75,85,81,59,54,80,56,80,87,51,50,62,76,55,84,67.02,1,Excellent,Scientific Research,الفيزياء
81,90,57,98,94,64,79,74,56,69,70,79,88,53,51,77,79.36,3,Excellent,Data Analysis,الصيدلة
100,59,93,51,95,86,91,54,72,87,56,81,70,84,73,85,77.43,3,Average,Programming,الأمن السيبراني
90,72,85,79,94,86,70,77,87,72,89,85,61,52,75,78,81.56,3,Average,Programming,تقنية المعلومات
53,87,60,99,77,74,81,63,79,79,59,70,85,84,83,70,78.25,1,Good,Marketing,طب الأسنان
72,52,64,62,94,57,82,58,56,71,82,76,61,56,100,63,73.92,2,Good,Business,إدارة الأعمال
70,86,70,93,92,90,83,81,57,54,90,63,60,89,62,84,73.49,2,Average,Healthcare,التمريض
92,73,77,76,93,91,94,57,70,80,86,75,53,83,68,83,74.66,3,Average,Data Analysis,الذكاء الاصطناعي
95,57,93,56,78,51,99,50,74,74,56,61,53,72,90,77,72.94,1,Weak,Engineering,الهندسة الصناعية
73,75,68,68,98,87,87,57,86,82,60,83,83,70,92,89,80.41,3,Good,Business,إدارة الأعمال
87,56,95,64,91,81,97,78,59,65,72,71,83,55,86,54,70.91,3,Good,Programming,هندسة البرمجيات
84,89,56,76,85,87,91,87,85,64,81,86,59,71,69,89,79.91,1,Average,Engineering,التمريض
67,79,80,73,89,89,86,86,87,74,64,83,83,64,84,52,81.74,3,Good,Law,القانون
98,85,96,50,83,93,89,81,88,59,82,81,81,71,81,74,81.8,2,Excellent,Healthcare,هندسة الحاسب
93,84,71,84,86,96,97,77,71,53,64,59,57,66,66,65,74.21,3,Good,Data Analysis,الذكاء الاصطناعي
70,74,53,58,98,94,80,73,54,71,75,66,57,68,65,85,73.15,2,Average,Cybersecurity,تقنية المعلومات
73,91,50,86,79,87,65,86,54,67,61,68,52,76,76,72,72.06,1,Weak,Scientific Research,الأحياء
89,70,79,67,79,92,97,60,69,78,82,68,84,86,54,87,75.48,3,Excellent,AI,الذكاء الاصطناعي
51,75,53,89,86,52,91,68,54,64,87,81,61,56,86,80,72.12,3,Weak,Engineering,إدارة الأعمال
90,96,61,88,75,54,50,67,81,68,66,79,84,88,55,76,75.14,1,Excellent,Healthcare,الصيدلة
92,89,82,83,95,68,88,72,81,54,51,58,88,70,62,70,78.17,2,Good,AI,الطب والجراحة
85,77,92,56,71,95,87,82,57,63,58,88,84,57,89,58,78.65,3,Average,Robotics,هندسة الحاسب
89,65,85,53,82,55,91,70,84,70,79,70,64,65,62,54,68.59,2,Average,Engineering,الهندسة المعمارية
98,76,57,85,79,91,88,89,83,76,51,59,63,58,79,85,77.19,3,Good,AI,علم البيانات
98,78,90,56,85,91,92,59,75,51,55,63,81,80,59,56,73.87,2,Average,Robotics,هندسة الحاسب
90,57,75,59,80,83,91,68,65,61,61,72,55,78,98,80,70.91,1,Excellent,AI,المحاسبة
78,63,65,61,98,80,90,63,84,79,59,90,72,81,98,59,81.61,1,Good,Business,إدارة الأعمال
73,60,81,67,90,66,81,82,87,55,50,62,85,74,82,78,77.0,2,Average,Islamic Studies,الشريعة
91,80,87,63,85,95,84,67,50,86,68,60,63,57,62,57,77.15,3,Excellent,Programming,تقنية المعلومات
72,88,79,76,76,50,92,88,86,79,80,52,72,76,73,65,80.1,1,Excellent,Healthcare,طب الأسنان
75,49,66,74,81,94,76,80,81,50,86,76,88,52,99,53,72.6,3,Excellent,Programming,نظم المعلومات الإدارية
92,53,88,82,94,97,80,61,88,58,55,79,89,40,90,60,79.16,3,Good,Robotics,هندسة الحاسب
90,70,94,85,92,89,86,52,86,51,78,83,89,57,53,87,80.5,3,Average,Programming,هندسة الحاسب
95,73,94,84,79,96,90,59,73,50,50,87,54,68,58,80,79.87,3,Average,Programming,الأمن السيبراني
62,93,64,84,80,58,95,81,64,85,61,86,87,90,53,90,74.34,1,Weak,Healthcare,الصحة العامة
89,86,78,86,77,74,51,72,84,55,68,75,76,76,56,87,78.05,1,Good,Scientific Research,الصيدلة
97,63,94,56,73,55,81,68,55,63,67,88,83,54,53,78,74.93,1,Excellent,Scientific Research,الرياضيات
89,53,93,70,93,84,85,82,47,57,62,61,77,87,80,75,70.44,2,Average,AI,هندسة البرمجيات
95,80,100,93,82,76,86,64,88,86,62,69,86,62,63,84,77.3,3,Average,Engineering,الهندسة الميكانيكية
91,63,94,66,59,66,87,52,55,63,61,75,76,73,53,59,67.34,2,Weak,Scientific Research,الرياضيات
76,70,59,54,91,98,79,55,56,73,75,56,85,65,82,89,72.31,3,Excellent,Cybersecurity,تقنية المعلومات
77,86,86,96,91,50,74,61,79,56,64,86,61,59,74,54,73.27,3,Average,Healthcare,الصيدلة
89,88,72,52,87,66,89,53,71,68,75,72,69,51,85,64,72.2,2,Weak,Business,المحاسبة
97,67,65,70,61,82,86,85,60,54,53,64,70,53,82,90,71.8,3,Weak,AI,علم البيانات
85,66,97,86,84,89,87,50,64,76,57,64,54,77,57,74,70.28,2,Weak,Engineering,الهندسة المعمارية
87,74,60,71,81,88,91,75,59,64,88,65,60,75,50,85,73.21,3,Good,Data Analysis,علم البيانات
99,63,94,58,64,82,98,68,76,78,82,82,87,79,81,90,82.53,3,Good,Business,الهندسة الصناعية
92,73,100,75,78,78,90,78,59,89,56,76,82,71,79,66,78.6,3,Excellent,Robotics,الهندسة الكهربائية
76,80,52,100,87,76,62,81,70,64,78,88,52,64,61,88,73.04,1,Excellent,Accounting,الكيمياء
97,84,90,75,89,73,90,58,68,45,69,66,71,62,85,69,79.55,3,Good,Business,المحاسبة
78,94,44,85,90,71,86,70,59,61,52,74,56,66,64,83,76.39,1,Excellent,Scientific Research,الأحياء
88,67,81,83,78,98,91,60,74,55,64,86,51,68,63,57,72.4,3,Good,Cybersecurity,الذكاء الاصطناعي
91,99,62,93,83,75,70,58,71,56,57,71,90,54,50,72,68.31,1,Excellent,Scientific Research,الطب والجراحة
90,69,85,90,85,80,94,68,72,72,77,83,72,79,79,56,77.51,2,Good,AI,هندسة البرمجيات
62,70,66,88,78,69,73,99,64,52,82,80,71,62,51,56,73.09,3,Good,Healthcare,القانون
60,62,71,63,77,93,95,74,67,69,90,76,67,67,93,75,74.77,3,Weak,Business,نظم المعلومات الإدارية
81,91,54,99,75,90,53,54,74,86,70,52,63,68,66,57,70.4,3,Weak,Business,الطب والجراحة
94,75,78,78,92,93,89,86,89,57,62,70,71,60,90,55,76.82,2,Good,AI,علوم الحاسب
90,76,78,85,84,87,92,80,63,63,90,53,74,79,55,77,80.42,3,Excellent,Cybersecurity,الأمن السيبراني
100,69,73,51,78,93,88,67,70,65,77,90,66,69,66,85,77.47,3,Excellent,Islamic Studies,علم البيانات
86,96,50,93,84,68,75,55,58,65,60,51,83,85,74,58,68.96,3,Average,Engineering,الصيدلة
99,61,93,79,94,90,88,52,73,52,61,57,82,76,69,52,73.74,3,Good,Engineering,هندسة الحاسب
99,68,80,81,53,82,84,51,54,59,69,82,54,80,91,63,71.58,2,Average,Business,الهندسة الصناعية
83,51,85,61,82,94,97,88,53,81,80,68,65,79,81,79,82.41,3,Average,AI,الذكاء الاصطناعي
98,85,86,51,78,86,75,70,50,62,51,70,78,88,79,58,75.56,3,Good,Robotics,الهندسة الكهربائية
93,86,93,85,50,88,75,75,83,83,71,56,58,52,56,52,72.93,1,Weak,Engineering,الهندسة الميكانيكية
64,62,63,67,89,93,88,88,84,68,76,50,60,75,93,69,74.28,2,Average,Programming,نظم المعلومات الإدارية
100,80,86,76,91,88,97,52,73,65,54,59,52,75,58,85,74.21,3,Good,Data Analysis,الذكاء الاصطناعي
77,94,59,75,77,80,79,76,87,71,69,92,84,80,78,50,80.65,1,Excellent,Healthcare,الصحة العامة
97,58,72,63,79,79,82,86,81,59,52,90,40,90,95,56,77.17,3,Excellent,Accounting,المحاسبة
86,99,70,76,95,84,88,72,87,89,67,86,63,56,57,51,75.18,2,Excellent,Healthcare,التمريض
91,61,91,65,87,58,93,82,78,53,87,79,65,70,73,88,80.1,2,Excellent,Architecture,الهندسة المعمارية
61,73,70,58,94,70,81,53,52,90,52,95,78,58,95,87,76.06,1,Excellent,Data Analysis,التسويق
91,63,87,84,85,92,96,61,69,57,78,77,75,51,76,64,77.45,1,Good,Programming,الأمن السيبراني
86,52,86,65,94,95,100,56,52,77,55,81,86,55,86,74,73.86,1,Excellent,AI,الذكاء الاصطناعي
58,80,66,64,44,50,88,95,94,60,57,82,98,86,67,82,72.02,2,Average,Islamic Studies,الشريعة
84,74,77,65,90,76,93,82,65,50,78,52,59,66,92,77,72.62,3,Weak,Robotics,المحاسبة
85,88,42,94,99,62,85,58,77,79,78,54,70,79,81,84,75.8,3,Excellent,Healthcare,التمريض
89,89,91,57,87,90,96,55,58,58,82,59,58,73,72,68,70.44,3,Average,AI,هندسة البرمجيات
61,96,87,87,94,90,81,69,77,69,75,62,58,55,59,69,69.94,3,Average,Healthcare,طب الأسنان
91,57,96,82,82,63,81,78,60,51,84,61,53,76,72,62,67.9,3,Excellent,Engineering,الهندسة المعمارية
79,83,69,79,100,98,77,77,62,65,90,85,55,64,83,63,73.19,2,Excellent,Engineering,تقنية المعلومات
84,75,70,50,94,83,91,79,58,78,86,65,70,66,93,70,77.83,1,Average,Programming,نظم المعلومات الإدارية
91,75,68,77,92,97,75,54,59,68,68,85,59,60,71,90,71.84,1,Good,Cybersecurity,تقنية المعلومات
95,68,94,84,75,87,84,67,60,60,54,76,63,77,50,81,77.77,2,Excellent,Robotics,الهندسة الكهربائية
64,89,72,53,65,68,76,82,95,57,59,51,99,81,52,89,72.5,3,Average,Law,الشريعة
96,74,99,62,80,96,85,78,61,58,56,69,88,61,80,52,70.53,3,Good,Programming,هندسة الحاسب
87,72,88,61,85,61,87,93,65,50,78,87,82,70,50,82,71.32,2,Excellent,Law,القانون
90,76,80,83,79,82,89,88,62,78,64,51,56,51,54,55,74.05,1,Good,Data Analysis,علوم الحاسب
78,81,89,86,79,52,67,70,72,78,86,86,64,83,79,66,78.66,2,Average,Scientific Research,الكيمياء
60,69,54,58,88,65,86,90,60,57,50,77,82,64,69,76,70.79,3,Weak,Law,القانون
85,70,62,92,87,51,67,65,52,76,58,52,66,51,50,61,70.07,3,Weak,Engineering,الكيمياء
93,69,88,76,87,96,99,61,73,50,62,86,63,87,52,78,72.02,1,Excellent,AI,علوم الحاسب
80,87,55,78,69,82,50,62,79,58,84,85,75,80,78,76,76.51,1,Excellent,Scientific Research,الكيمياء
75,76,64,88,71,70,60,77,84,52,59,45,70,67,56,68,67.28,2,Weak,Scientific Research,الكيمياء
87,83,77,71,83,88,96,79,51,57,51,72,74,85,69,65,75.55,3,Good,Data Analysis,الذكاء الاصطناعي
99,79,100,62,82,65,66,67,74,52,64,61,75,70,61,80,69.71,3,Excellent,Architecture,الهندسة المعمارية
92,85,41,78,77,84,88,84,89,52,63,66,78,82,91,65,73.06,2,Weak,Accounting,المحاسبة
61,85,75,83,58,77,82,82,91,62,64,80,88,65,69,76,71.57,2,Average,Islamic Studies,الشريعة
45,97,76,75,89,81,87,90,67,74,60,71,51,51,67,80,77.37,2,Excellent,Scientific Research,الأحياء
63,64,55,70,60,79,79,88,98,56,56,59,95,89,83,81,75.21,2,Average,Islamic Studies,الشريعة
85,62,87,84,67,77,98,62,71,87,76,65,64,84,90,79,80.0,2,Average,Engineering,الهندسة الصناعية
90,80,83,77,83,85,88,75,56,60,66,74,77,70,50,89,77.77,2,Excellent,AI,هندسة البرمجيات
99,60,86,64,82,87,77,55,74,53,53,84,68,78,77,89,76.04,3,Average,Robotics,الهندسة الكهربائية
85,89,81,82,83,87,99,61,74,64,59,88,64,67,57,75,73.44,2,Weak,Data Analysis,علوم الحاسب
74,59,81,57,66,69,83,93,93,60,65,66,98,54,67,79,75.16,2,Good,Robotics,الشريعة
94,88,87,80,83,54,89,69,70,75,64,66,85,85,64,85,76.06,3,Average,Scientific Research,الفيزياء
89,76,81,72,99,95,99,59,72,63,58,85,57,58,63,81,79.17,3,Good,AI,هندسة البرمجيات
91,100,76,93,76,72,79,89,63,85,74,77,84,49,51,70,78.44,3,Excellent,Healthcare,الطب والجراحة
80,91,83,87,65,75,81,62,63,79,55,65,56,58,79,56,74.1,2,Good,Healthcare,الأحياء
95,67,67,81,76,79,92,74,61,74,66,66,52,64,53,99,69.95,3,Excellent,Data Analysis,علم البيانات
67,92,84,82,76,79,75,72,76,89,86,87,50,72,76,70,76.93,2,Good,Healthcare,الصحة العامة
52,58,73,63,95,67,100,90,70,88,51,85,66,60,63,60,73.71,2,Weak,Law,القانون
71,71,53,86,80,53,81,93,93,60,80,89,85,75,61,85,73.17,3,Weak,Robotics,الشريعة
99,62,86,89,78,87,87,57,78,79,87,69,73,72,84,100,76.15,2,Average,Data Analysis,علم البيانات
68,71,67,80,96,76,88,55,56,78,54,80,75,85,89,66,70.17,2,Weak,AI,التسويق
90,90,81,78,90,93,86,81,59,75,66,69,85,86,88,74,77.88,1,Good,Cybersecurity,الأمن السيبراني
69,86,63,78,93,53,52,81,53,79,89,89,73,89,75,77,72.83,3,Average,Healthcare,الأحياء
90,60,87,85,77,51,77,79,75,72,54,67,51,83,97,68,70.18,3,Average,Programming,المحاسبة
98,76,80,69,58,46,95,80,53,69,84,63,81,70,51,83,69.77,2,Weak,Marketing,الرياضيات
92,88,87,96,93,72,72,67,68,78,71,52,66,81,83,51,72.99,2,Average,Scientific Research,الطب والجراحة
87,51,77,81,85,92,93,74,82,54,43,78,77,52,59,61,70.3,3,Weak,Programming,علوم الحاسب
89,94,87,97,95,47,95,61,67,54,60,81,78,66,71,69,80.33,1,Excellent,Healthcare,طب الأسنان
79,52,83,80,83,56,97,92,81,87,64,85,50,87,54,54,79.44,3,Average,Law,القانون
66,74,76,51,72,59,87,89,95,64,79,63,95,86,68,57,71.19,3,Average,Islamic Studies,الشريعة
87,69,74,69,89,92,79,72,54,78,75,83,63,67,96,73,73.04,2,Weak,Programming,نظم المعلومات الإدارية
55,77,57,57,82,71,83,100,75,75,71,85,69,58,63,50,67.98,3,Average,Law,القانون
61,83,76,71,95,64,88,56,83,77,63,90,82,72,91,58,80.55,3,Excellent,Business,التسويق
84,51,57,82,69,65,78,82,87,86,90,84,92,90,90,81,81.83,3,Excellent,Islamic Studies,الشريعة
96,75,94,59,85,91,85,72,56,76,89,74,86,54,64,66,72.0,1,Good,Programming,هندسة الحاسب
73,71,51,81,69,61,75,75,99,76,66,66,100,88,66,74,77.07,3,Excellent,Islamic Studies,الشريعة
61,70,59,81,78,96,83,55,54,82,71,64,87,70,73,59,73.28,2,Excellent,Cybersecurity,نظم المعلومات الإدارية
89,86,91,84,63,86,95,59,52,54,67,72,67,84,73,54,74.36,3,Weak,Scientific Research,الرياضيات
57,69,73,85,80,90,84,70,67,62,56,73,88,47,93,86,72.22,2,Weak,Programming,نظم المعلومات الإدارية
85,96,61,99,75,67,65,74,87,63,71,74,52,74,62,85,72.05,3,Average,Scientific Research,الطب والجراحة
92,75,68,65,98,85,87,54,62,72,57,55,67,84,90,62,75.12,1,Good,Programming,تقنية المعلومات
68,99,55,79,93,65,76,81,74,81,84,94,57,82,62,57,72.59,1,Weak,Healthcare,الصحة العامة
77,80,70,77,89,84,88,76,76,82,58,76,75,71,84,81,80.96,1,Average,Business,إدارة الأعمال
87,71,92,73,78,86,93,63,74,61,62,62,76,67,74,84,76.89,3,Average,Cybersecurity,الأمن السيبراني
80,79,74,92,64,62,89,55,80,83,46,86,66,52,73,61,73.18,1,Excellent,Scientific Research,الكيمياء
99,70,63,81,77,58,90,62,62,85,77,50,75,84,93,64,71.91,3,Average,Accounting,المحاسبة
77,82,58,76,80,87,78,65,81,88,60,50,68,88,89,53,77.3,1,Average,Business,نظم المعلومات الإدارية
96,50,88,70,87,87,93,69,66,72,75,54,61,78,70,79,79.03,3,Excellent,Accounting,علوم الحاسب
